Survived,Pclass,Sex,Age,Fare,Embarked,Title,Deck,Family_Size
0,3,female,37.0,9.5875,S,Miss,Unknown,0
1,1,female,16.0,86.5,S,Miss,B,0
0,1,male,18.0,108.9,C,Mr,C,1
1,2,female,33.0,26.0,S,Mrs,Unknown,2
1,1,male,29.69911764705882,26.55,S,Mr,Unknown,0
0,3,male,28.0,22.525,S,Mr,Unknown,0
1,3,male,26.0,56.4958,S,Mr,Unknown,0
1,3,male,29.0,7.75,Q,Mr,Unknown,0
0,3,male,29.69911764705882,8.05,S,Mr,Unknown,0
1,1,male,36.0,26.2875,S,Mr,E,0
1,1,female,54.0,59.4,C,Mrs,Unknown,1
0,3,male,24.0,7.4958,S,Mr,Unknown,0
0,1,male,47.0,34.0208,S,Mr,D,0
1,2,female,34.0,10.5,S,Mrs,F,0
0,3,male,29.69911764705882,24.15,Q,Mr,Unknown,0
1,2,female,36.0,26.0,S,Mrs,Unknown,1
0,3,male,32.0,7.8958,S,Mr,Unknown,0
1,1,female,30.0,93.5,S,Miss,B,0
0,3,male,22.0,7.8958,S,Mr,Unknown,0
0,3,male,29.69911764705882,7.225,C,Mr,Unknown,0
1,1,female,44.0,57.9792,C,Mrs,B,1
0,3,male,29.69911764705882,7.2292,C,Mr,Unknown,0
0,3,male,40.5,7.75,Q,Mr,Unknown,0
1,2,female,50.0,10.5,S,Miss,Unknown,0
0,1,male,29.69911764705882,221.7792,S,Mr,C,0
0,3,male,39.0,7.925,S,Mr,Unknown,0
0,2,male,23.0,11.5,S,Mr,Unknown,3
1,2,female,2.0,26.0,S,Miss,Unknown,2
0,3,male,29.69911764705882,7.2292,C,Mr,Unknown,0
0,3,male,17.0,7.2292,C,Mr,Unknown,2
1,3,female,29.69911764705882,22.3583,C,Mrs,Unknown,2
0,3,female,30.0,8.6625,S,Miss,Unknown,0
1,2,female,7.0,26.25,S,Miss,Unknown,2
0,1,male,45.0,26.55,S,Mr,B,0
1,1,female,30.0,106.425,C,Miss,Unknown,0
0,3,male,29.69911764705882,14.5,S,Mr,Unknown,0
1,1,female,22.0,49.5,C,Miss,B,2
1,1,female,36.0,71.0,S,Miss,B,2
0,3,female,9.0,31.275,S,Miss,Unknown,6
0,3,female,11.0,31.275,S,Miss,Unknown,6
1,2,male,32.0,26.0,S,Mr,Unknown,1
0,1,male,50.0,106.425,C,Mr,C,1
0,1,male,64.0,26.0,S,Mr,Unknown,0
1,2,female,19.0,26.0,S,Mrs,Unknown,1
1,2,male,29.69911764705882,13.8625,C,Mr,Unknown,0
0,3,male,33.0,20.525,S,Mr,Unknown,2
1,2,male,8.0,36.75,S,Master,Unknown,2
1,1,male,17.0,110.8833,C,Mr,C,2
0,2,male,27.0,26.0,S,Mr,Unknown,0
0,3,male,29.69911764705882,7.8292,Q,Mr,Unknown,0
1,3,male,22.0,7.225,C,Mr,Unknown,0
1,3,female,22.0,7.775,S,Miss,Unknown,0
0,1,male,62.0,26.55,S,Mr,Unknown,0
1,1,female,48.0,39.6,C,Mrs,A,1
0,1,male,29.69911764705882,227.525,C,Mr,Unknown,0
1,1,female,39.0,79.65,S,Mrs,E,2
1,3,female,36.0,17.4,S,Mrs,Unknown,1
0,3,male,29.69911764705882,7.75,Q,Mr,Unknown,0
0,3,male,40.0,7.8958,S,Mr,Unknown,0
0,2,male,28.0,13.5,S,Mr,Unknown,0
0,3,male,29.69911764705882,8.05,S,Mr,Unknown,0
0,3,female,29.69911764705882,8.05,S,Miss,Unknown,0
0,3,male,24.0,24.15,S,Mr,Unknown,2
0,3,male,19.0,7.8958,S,Mr,Unknown,0
0,3,female,29.0,21.075,S,Mrs,Unknown,4
0,3,male,29.69911764705882,7.2292,C,Mr,Unknown,0
1,3,male,32.0,7.8542,S,Mr,Unknown,0
1,2,male,62.0,10.5,S,Mr,Unknown,0
1,1,female,53.0,51.4792,S,Mrs,C,2
1,1,male,36.0,26.3875,S,Mr,E,0
1,3,female,29.69911764705882,7.75,Q,Miss,Unknown,0
0,3,male,16.0,8.05,S,Mr,Unknown,0
0,3,male,19.0,14.5,S,Mr,Unknown,0
1,2,female,34.0,13.0,S,Miss,Unknown,0
1,1,female,39.0,55.9,S,Mrs,E,1
0,3,female,29.69911764705882,14.4583,C,Mrs,Unknown,1
1,3,male,32.0,7.925,S,Mr,Unknown,0
1,2,female,25.0,30.0,S,Miss,Unknown,2
1,1,female,39.0,110.8833,C,Mrs,C,2
0,2,male,54.0,26.0,S,Mr,Unknown,0
0,1,male,36.0,40.125,C,Mr,A,0
0,3,male,29.69911764705882,8.7125,C,Mr,Unknown,0
1,1,female,18.0,79.65,S,Miss,E,2
0,2,male,47.0,15.0,S,Mr,Unknown,0
1,1,male,60.0,79.2,C,Mr,B,2
0,3,male,22.0,8.05,S,Mr,Unknown,0
0,3,male,29.69911764705882,8.05,S,Mr,Unknown,0
0,3,male,35.0,7.125,S,Mr,Unknown,0
1,1,female,52.0,78.2667,C,Mrs,D,1
0,3,male,47.0,7.25,S,Mr,Unknown,0
0,3,female,29.69911764705882,7.75,Q,Miss,Unknown,2
0,2,male,37.0,26.0,S,Mr,Unknown,1
0,3,male,36.0,24.15,S,Mr,Unknown,2
1,2,female,29.69911764705882,33.0,S,Miss,Unknown,0
0,3,male,49.0,0.0,S,Mr,Unknown,0
0,3,male,29.69911764705882,7.225,C,Mr,Unknown,0
1,1,male,49.0,56.9292,C,Mr,A,1
1,2,female,24.0,27.0,S,Mrs,Unknown,3
0,3,male,29.69911764705882,7.8958,S,Mr,Unknown,0
0,1,male,29.69911764705882,42.4,S,Mr,Unknown,0
0,3,male,44.0,8.05,S,Mr,Unknown,0
1,1,male,35.0,26.55,C,Mr,Unknown,0
0,3,male,36.0,15.55,S,Mr,Unknown,1
0,3,male,30.0,7.8958,S,Mr,Unknown,0
1,1,male,27.0,30.5,S,Mr,Unknown,0
1,2,female,22.0,41.5792,C,Mrs,Unknown,3
1,1,female,40.0,153.4625,S,Miss,C,0
0,3,female,39.0,31.275,S,Mrs,Unknown,6
0,3,male,29.69911764705882,7.05,S,Mr,Unknown,0
1,3,female,29.69911764705882,15.5,Q,Miss,Unknown,1
0,3,male,29.69911764705882,7.75,Q,Mr,Unknown,0
0,3,male,35.0,8.05,S,Mr,Unknown,0
1,2,female,24.0,65.0,S,Miss,Unknown,3
0,3,male,34.0,14.4,S,Mr,Unknown,2
0,3,female,26.0,16.1,S,Mrs,Unknown,1
1,2,female,4.0,39.0,S,Miss,F,3
0,2,male,26.0,10.5,S,Mr,Unknown,0
0,3,male,27.0,14.4542,C,Mr,Unknown,1
1,1,male,42.0,52.5542,S,Mr,D,1
1,3,male,20.0,15.7417,C,Mr,Unknown,2
0,3,male,21.0,7.8542,S,Mr,Unknown,0
0,3,male,21.0,16.1,S,Mr,Unknown,0
0,1,male,61.0,32.3208,S,Mr,D,0
0,2,male,57.0,12.35,Q,Mr,Unknown,0
1,1,female,21.0,77.9583,S,Miss,D,0
0,3,male,26.0,7.8958,S,Mr,Unknown,0
0,3,male,29.69911764705882,7.7333,Q,Mr,Unknown,0
1,1,male,80.0,30.0,S,Mr,A,0
0,3,male,51.0,7.0542,S,Mr,Unknown,0
1,1,male,32.0,30.5,C,Mrs,B,0
0,1,male,29.69911764705882,0.0,S,Mr,Unknown,0
0,3,female,9.0,27.9,S,Miss,Unknown,5
1,2,female,28.0,13.0,S,Miss,Unknown,0
0,3,male,32.0,7.925,S,Mr,Unknown,0
0,2,male,31.0,26.25,S,Mr,Unknown,2
0,3,female,41.0,39.6875,S,Mrs,Unknown,5
0,3,male,29.69911764705882,16.1,S,Mr,Unknown,1
0,3,male,20.0,7.8542,S,Mr,Unknown,0
1,1,female,24.0,69.3,C,Miss,B,0
0,3,female,2.0,27.9,S,Miss,Unknown,5
1,3,male,29.69911764705882,56.4958,S,Mr,Unknown,0
1,3,female,0.75,19.2583,C,Miss,Unknown,3
1,1,male,48.0,76.7292,C,Mr,D,1
0,3,male,19.0,7.8958,S,Mr,Unknown,0
1,1,male,56.0,35.5,C,Mr,A,0
0,3,male,29.69911764705882,7.55,S,Mr,Unknown,0
1,3,female,23.0,7.55,S,Miss,Unknown,0
0,3,male,29.69911764705882,7.8958,S,Mr,Unknown,0
1,2,female,18.0,23.0,S,Miss,Unknown,1
0,3,male,21.0,8.4333,S,Mr,Unknown,0
1,3,female,29.69911764705882,7.8292,Q,Miss,Unknown,0
0,3,female,18.0,6.75,Q,Miss,Unknown,0
0,2,male,24.0,73.5,S,Mr,Unknown,2
0,3,male,29.69911764705882,7.8958,S,Mr,Unknown,0
0,3,female,32.0,15.5,Q,Mrs,Unknown,2
0,2,male,23.0,13.0,S,Mr,Unknown,0
0,1,male,58.0,113.275,C,Mr,D,2
1,1,male,50.0,133.65,S,Mrs,Unknown,2
0,3,male,40.0,7.225,C,Mr,Unknown,0
0,1,male,47.0,25.5875,S,Mr,E,0
0,3,male,36.0,7.4958,S,Mr,Unknown,0
1,3,male,20.0,7.925,S,Mr,Unknown,1
0,2,male,32.0,73.5,S,Mr,Unknown,2
0,2,male,25.0,13.0,S,Mr,Unknown,0
0,3,male,29.69911764705882,7.775,S,Mr,Unknown,0
0,3,male,43.0,8.05,S,Mr,Unknown,0
1,1,female,29.69911764705882,52.0,S,Mrs,C,1
1,2,female,40.0,39.0,S,Mrs,Unknown,2
0,1,male,31.0,52.0,S,Mr,B,1
0,2,male,70.0,10.5,S,Mr,Unknown,0
1,2,male,31.0,13.0,S,Mr,Unknown,0
0,2,male,29.69911764705882,0.0,S,Mr,Unknown,0
0,3,male,18.0,7.775,S,Mr,Unknown,0
0,3,male,24.5,8.05,S,Mr,Unknown,0
1,3,female,18.0,9.8417,S,Miss,Unknown,0
0,3,female,43.0,46.9,S,Mrs,Unknown,7
1,1,male,36.0,512.3292,C,Mr,B,1
0,3,female,29.69911764705882,8.1375,Q,Miss,Unknown,0
1,1,male,27.0,76.7292,C,Mr,D,0
0,3,male,20.0,9.225,S,Mr,Unknown,0
0,3,male,14.0,46.9,S,Mr,Unknown,7
0,2,male,60.0,39.0,S,Mr,Unknown,2
0,2,male,25.0,41.5792,C,Mr,Unknown,3
0,3,male,14.0,39.6875,S,Mr,Unknown,5
0,3,male,19.0,10.1708,S,Mr,Unknown,0
0,3,male,18.0,7.7958,S,Mr,Unknown,0
1,1,female,15.0,211.3375,S,Miss,B,1
1,1,male,31.0,57.0,S,Mr,B,1
1,3,female,4.0,13.4167,C,Miss,Unknown,1
1,3,male,29.69911764705882,56.4958,S,Mr,Unknown,0
0,3,male,25.0,7.225,C,Mr,Unknown,0
0,1,male,60.0,26.55,S,Mr,Unknown,0
0,2,male,52.0,13.5,S,Mr,Unknown,0
0,3,male,44.0,8.05,S,Mr,Unknown,0
1,3,female,29.69911764705882,7.7333,Q,Miss,Unknown,0
0,1,male,49.0,110.8833,C,Mr,C,2
0,3,male,42.0,7.65,S,Mr,F,0
1,1,female,18.0,227.525,C,Mrs,C,1
1,1,male,35.0,26.2875,S,Mr,E,0
0,3,female,18.0,14.4542,C,Miss,Unknown,1
0,3,male,25.0,7.7417,Q,Mr,Unknown,0
0,3,male,26.0,7.8542,S,Mr,Unknown,1
0,2,male,39.0,26.0,S,Mr,Unknown,0
1,2,female,45.0,13.5,S,Mrs,Unknown,0
1,1,male,42.0,26.2875,S,Mr,E,0
1,1,female,22.0,151.55,S,Miss,Unknown,0
1,3,male,29.69911764705882,15.2458,C,Master,Unknown,2
1,1,female,24.0,49.5042,C,Mrs,C,0
0,1,male,29.69911764705882,26.55,S,Mr,C,0
1,1,male,48.0,52.0,S,Mr,C,1
0,3,male,29.0,9.4833,S,Mr,Unknown,0
0,2,male,52.0,13.0,S,Mr,Unknown,0
0,3,male,19.0,7.65,S,Mr,F,0
1,1,female,38.0,227.525,C,Miss,C,0
1,2,female,27.0,10.5,S,Miss,E,0
0,3,male,29.69911764705882,15.5,Q,Mr,Unknown,0
0,3,male,33.0,7.775,S,Mr,Unknown,0
1,2,female,6.0,33.0,S,Miss,Unknown,1
0,3,male,17.0,7.0542,S,Mr,Unknown,1
0,2,male,34.0,13.0,S,Mr,Unknown,0
0,2,male,50.0,13.0,S,Mr,Unknown,0
1,1,male,27.0,53.1,S,Mr,E,1
0,3,male,20.0,8.6625,S,Mr,Unknown,0
1,2,female,30.0,21.0,S,Mrs,Unknown,3
1,3,female,29.69911764705882,7.7375,Q,Miss,Unknown,0
0,2,male,25.0,26.0,S,Mr,Unknown,1
0,3,female,25.0,7.925,S,Miss,Unknown,1
1,1,female,29.0,211.3375,S,Miss,B,0
0,3,male,11.0,18.7875,C,Mr,Unknown,0
0,2,male,29.69911764705882,0.0,S,Mr,Unknown,0
0,2,male,23.0,13.0,S,Mr,Unknown,0
0,2,male,23.0,13.0,S,Mr,Unknown,0
0,3,male,28.5,16.1,S,Mr,Unknown,0
0,3,female,48.0,34.375,S,Mrs,Unknown,4
1,1,male,35.0,512.3292,C,Mr,B,0
0,3,male,29.69911764705882,7.8958,S,Mr,Unknown,0
0,3,male,29.69911764705882,7.8958,S,Mr,Unknown,0
1,1,male,29.69911764705882,30.0,S,Mr,D,0
0,1,male,36.0,78.85,S,Mr,C,1
1,1,female,21.0,262.375,C,Miss,B,4
0,3,male,24.0,16.1,S,Mr,Unknown,1
1,3,male,31.0,7.925,S,Mr,Unknown,0
0,1,male,70.0,71.0,S,Mr,B,2
0,3,male,16.0,20.25,S,Mr,Unknown,2
1,2,female,30.0,13.0,S,Miss,Unknown,0
0,1,male,19.0,53.1,S,Mr,D,1
0,3,male,31.0,7.75,Q,Mr,Unknown,0
1,2,female,4.0,23.0,S,Miss,Unknown,2
1,3,male,6.0,12.475,S,Master,E,1
0,3,male,33.0,9.5,S,Mr,Unknown,0
0,3,male,23.0,7.8958,S,Mr,Unknown,0
1,2,female,48.0,65.0,S,Mrs,Unknown,3
1,2,male,0.67,14.5,S,Master,Unknown,2
0,3,male,28.0,7.7958,S,Mr,Unknown,0
0,2,male,18.0,11.5,S,Mr,Unknown,0
0,3,male,34.0,8.05,S,Mr,Unknown,0
1,1,female,33.0,86.5,S,Mrs,B,0
0,3,male,29.69911764705882,14.5,S,Mr,Unknown,0
0,3,male,41.0,7.125,S,Mr,Unknown,0
1,3,male,20.0,7.2292,C,Mr,Unknown,0
1,1,female,36.0,120.0,S,Mrs,B,3
0,3,male,16.0,7.775,S,Mr,Unknown,0
1,1,female,51.0,77.9583,S,Mrs,D,1
0,1,male,29.69911764705882,39.6,C,Mrs,Unknown,0
0,3,female,30.5,7.75,Q,Miss,Unknown,0
0,3,male,29.69911764705882,24.15,Q,Mr,Unknown,1
0,3,male,32.0,8.3625,S,Mr,Unknown,0
0,3,male,24.0,9.5,S,Mr,Unknown,0
0,3,male,48.0,7.8542,S,Mr,Unknown,0
0,2,female,57.0,10.5,S,Mrs,E,0
0,3,male,29.69911764705882,7.225,C,Mr,Unknown,0
1,2,female,54.0,23.0,S,Mrs,Unknown,4
0,3,male,18.0,7.75,S,Mr,Unknown,0
0,3,male,29.69911764705882,7.75,Q,Mr,F,0
1,3,female,5.0,12.475,S,Miss,Unknown,0
0,3,male,29.69911764705882,7.7375,Q,Mr,Unknown,0
1,1,female,43.0,211.3375,S,Mrs,B,1
1,3,female,13.0,7.2292,C,Miss,Unknown,0
1,1,female,17.0,57.0,S,Mrs,B,1
0,1,male,29.0,30.0,S,Mr,D,0
0,3,male,29.69911764705882,23.45,S,Mr,Unknown,3
0,3,male,25.0,7.05,S,Mr,Unknown,0
0,3,male,25.0,7.25,S,Mr,Unknown,0
1,3,female,18.0,7.4958,S,Miss,Unknown,0
0,3,male,8.0,29.125,Q,Master,Unknown,5
1,3,male,1.0,20.575,S,Master,Unknown,3
0,1,male,46.0,79.2,C,Mr,B,0
0,3,male,29.69911764705882,7.75,Q,Mr,Unknown,0
0,2,male,16.0,26.0,S,Mr,Unknown,0
0,3,female,29.69911764705882,69.55,S,Miss,Unknown,10
0,1,male,29.69911764705882,30.6958,C,Mr,Unknown,0
0,3,male,25.0,7.8958,S,Mr,Unknown,0
0,2,male,39.0,13.0,S,Mr,Unknown,0
1,1,female,49.0,25.9292,S,Mrs,D,0
1,3,female,31.0,8.6833,S,Mrs,Unknown,0
0,3,male,30.0,7.2292,C,Mr,Unknown,0
0,3,female,30.0,24.15,S,Mrs,Unknown,2
0,2,male,34.0,13.0,S,Mr,Unknown,0
1,2,female,31.0,26.25,S,Mrs,Unknown,2
1,1,male,11.0,120.0,S,Master,B,3
1,3,male,0.42,8.5167,C,Master,Unknown,1
1,3,male,27.0,6.975,S,Mr,Unknown,0
0,3,male,31.0,7.775,S,Mr,Unknown,0
0,1,male,39.0,0.0,S,Mr,A,0
0,3,female,18.0,7.775,S,Miss,Unknown,0
0,2,male,39.0,13.0,S,Mr,Unknown,0
1,1,female,33.0,53.1,S,Mrs,E,1
0,3,male,26.0,7.8875,S,Mr,Unknown,0
0,3,male,39.0,24.15,S,Mr,Unknown,0
0,2,male,35.0,10.5,S,Mr,Unknown,0
0,3,female,6.0,31.275,S,Miss,Unknown,6
0,3,male,30.5,8.05,S,Mr,Unknown,0
0,1,male,29.69911764705882,0.0,S,Mr,B,0
0,3,female,23.0,7.925,S,Miss,Unknown,0
0,2,male,31.0,37.0042,C,Mr,Unknown,2
0,3,male,43.0,6.45,S,Mr,Unknown,0
0,3,male,10.0,27.9,S,Master,Unknown,5
1,1,female,52.0,93.5,S,Mrs,B,2
1,3,male,27.0,8.6625,S,Mr,Unknown,0
0,1,male,38.0,0.0,S,Mr,Unknown,0
1,3,female,27.0,12.475,S,Mrs,E,1
0,3,male,2.0,39.6875,S,Master,Unknown,5
0,3,male,29.69911764705882,6.95,Q,Mr,Unknown,0
0,3,male,29.69911764705882,56.4958,S,Mr,Unknown,0
1,2,male,1.0,37.0042,C,Master,Unknown,2
1,3,male,29.69911764705882,7.75,Q,Mr,Unknown,0
1,1,female,62.0,80.0,S,Mrs,B,0
1,3,female,15.0,14.4542,C,Mrs,Unknown,1
1,2,male,0.83,18.75,S,Master,Unknown,2
0,3,male,29.69911764705882,7.2292,C,Mr,Unknown,0
0,3,male,23.0,7.8542,S,Mr,Unknown,0
0,3,male,18.0,8.3,S,Mr,Unknown,0
1,1,female,39.0,83.1583,C,Miss,E,2
0,3,male,21.0,8.6625,S,Mr,Unknown,0
0,3,male,29.69911764705882,8.05,S,Mr,Unknown,0
1,3,male,32.0,56.4958,S,Mr,Unknown,0
1,1,male,29.69911764705882,29.7,C,Mr,C,0
0,3,male,20.0,7.925,S,Mr,Unknown,0
0,2,male,16.0,10.5,S,Mr,Unknown,0
1,1,female,30.0,31.0,C,Miss,Unknown,0
0,3,male,34.5,6.4375,C,Mr,Unknown,0
0,3,male,17.0,8.6625,S,Mr,Unknown,0
0,3,male,42.0,7.55,S,Mr,Unknown,0
0,3,male,29.69911764705882,69.55,S,Mr,Unknown,10
0,3,male,35.0,7.8958,C,Mr,Unknown,0
0,2,male,28.0,33.0,S,Mr,Unknown,1
1,1,female,29.69911764705882,89.1042,C,Mrs,C,1
0,3,male,4.0,31.275,S,Master,Unknown,6
0,3,male,74.0,7.775,S,Mr,Unknown,0
0,3,female,9.0,15.2458,C,Miss,Unknown,2
1,1,female,16.0,39.4,S,Miss,D,1
0,2,female,44.0,26.0,S,Mrs,Unknown,1
1,3,female,18.0,9.35,S,Mrs,Unknown,1
1,1,female,45.0,164.8667,S,Mrs,Unknown,2
1,1,male,51.0,26.55,S,Mr,E,0
1,3,female,24.0,19.2583,C,Mrs,Unknown,3
0,3,male,29.69911764705882,7.2292,C,Mr,Unknown,0
0,3,male,41.0,14.1083,S,Mr,Unknown,2
0,2,male,21.0,11.5,S,Mr,Unknown,1
1,1,female,48.0,25.9292,S,Mrs,D,0
0,3,female,29.69911764705882,69.55,S,Miss,Unknown,10
0,2,male,24.0,13.0,S,Mr,Unknown,0
1,2,female,42.0,13.0,S,Mrs,Unknown,0
1,2,female,27.0,13.8583,C,Miss,Unknown,1
0,1,male,31.0,50.4958,S,Mr,A,0
0,3,male,29.69911764705882,9.5,S,Mr,Unknown,0
1,3,male,4.0,11.1333,S,Master,Unknown,2
0,3,male,26.0,7.8958,S,Mr,Unknown,0
1,1,female,47.0,52.5542,S,Mrs,D,2
0,1,male,33.0,5.0,S,Mr,B,0
0,3,male,47.0,9.0,S,Mr,Unknown,0
1,2,female,28.0,24.0,C,Mrs,Unknown,1
1,3,female,15.0,7.225,C,Miss,Unknown,0
0,3,male,20.0,9.8458,S,Mr,Unknown,0
0,3,male,19.0,7.8958,S,Mr,Unknown,0
0,3,male,29.69911764705882,7.8958,S,Mr,Unknown,0
1,1,female,56.0,83.1583,C,Mrs,C,1
1,2,female,25.0,26.0,S,Mrs,Unknown,1
0,3,male,33.0,7.8958,S,Mr,Unknown,0
0,3,female,22.0,10.5167,S,Miss,Unknown,0
0,2,male,28.0,10.5,S,Mr,Unknown,0
0,3,male,25.0,7.05,S,Mr,Unknown,0
0,3,female,39.0,29.125,Q,Mrs,Unknown,5
0,2,male,27.0,13.0,S,Mr,Unknown,0
1,1,female,19.0,30.0,S,Miss,B,0
0,3,female,29.69911764705882,23.45,S,Miss,Unknown,3
1,1,male,26.0,30.0,C,Mr,C,0
0,3,male,32.0,7.75,Q,Mr,Unknown,0
